ï»¿"Data Source","World Development Indicators"

"Last Updated Date","2020-03-18"

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Antigua and Barbuda","ATG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","179.913","178.27","176.627","174.1624","171.6978","169.2332","166.7686","164.304","158.2248","152.1456","146.0664","139.9872","133.908","127.7816","121.6552","115.5288","109.4024","103.276","102.3696","101.4632","100.5568","99.6504","98.744","95.6568","92.5696","89.4824","86.3952","83.308","81.0046","78.7012","76.3978","74.0944","71.791","70.5096","69.2282","67.9468","66.6654","65.384","64.2476","63.1112","61.9748","60.8384","59.702","57.9936","56.2852","54.5768","52.8684","51.16","50.328","49.496","48.664","47.832","47","46.1564","45.3128","44.4692","43.6256","42.782","",""
"Australia","AUS","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","44.8286","45.0668","45.305","45.9764","46.6478","47.3192","47.9906","48.662","48.6296","48.5972","48.5648","48.5324","48.5","45.1672","41.8344","38.5016","35.1688","31.836","30.687","29.538","28.389","27.24","26.091","25.0928","24.0946","23.0964","22.0982","21.1","21.055","21.01","20.965","20.92","20.875","20.5906","20.3062","20.0218","19.7374","19.453","18.9462","18.4394","17.9326","17.4258","16.919","16.9552","16.9914","17.0276","17.0638","17.1","16.1404","15.1808","14.2212","13.2616","12.302","12.1846","12.0672","11.9498","11.8324","11.715","",""
"Austria","AUT","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","48.3914","50.8922","53.393","54.8498","56.3066","57.7634","59.2202","60.677","59.5646","58.4522","57.3398","56.2274","55.115","51.7388","48.3626","44.9864","41.6102","38.234","36.6126","34.9912","33.3698","31.7484","30.127","28.3784","26.6298","24.8812","23.1326","21.384","21.185","20.986","20.787","20.588","20.389","19.269","18.149","17.029","15.909","14.789","14.5004","14.2118","13.9232","13.6346","13.346","12.9022","12.4584","12.0146","11.5708","11.127","10.5944","10.0618","9.5292","8.9966","8.464","8.2392","8.0144","7.7896","7.5648","7.34","",""
"Azerbaijan","AZE","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","45.4712","44.9296","44.388","45.185","45.982","46.779","47.576","48.373","44.9196","41.4662","38.0128","34.5594","31.106","28.7776","26.4492","24.1208","21.7924","19.464","19.4256","19.3872","19.3488","19.3104","19.272","20.5542","21.8364","23.1186","24.4008","25.683","28.0528","30.4226","32.7924","35.1622","37.532","38.492","39.452","40.412","41.372","42.332","40.3902","38.4484","36.5066","34.5648","32.623","33.7954","34.9678","36.1402","37.3126","38.485","40.636","42.787","44.938","47.089","49.24","50.5596","51.8792","53.1988","54.5184","55.838","",""
"Burundi","BDI","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","91.1948","91.4224","91.65","91.8288","92.0076","92.1864","92.3652","92.544","92.3304","92.1168","91.9032","91.6896","91.476","91.2368","90.9976","90.7584","90.5192","90.28","89.6408","89.0016","88.3624","87.7232","87.084","86.0792","85.0744","84.0696","83.0648","82.06","82.601","83.142","83.683","84.224","84.765","83.604","82.443","81.282","80.121","78.96","78.062","77.164","76.266","75.368","74.47","72.6116","70.7532","68.8948","67.0364","65.178","64.2804","63.3828","62.4852","61.5876","60.69","59.67","58.65","57.63","56.61","55.59","",""
"Spain","ESP","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","10.0564","10.3502","10.644","11.0234","11.4028","11.7822","12.1616","12.541","13.4562","14.3714","15.2866","16.2018","17.117","18.8192","20.5214","22.2236","23.9258","25.628","24.752","23.876","23","22.124","21.248","20.0218","18.7956","17.5694","16.3432","15.117","14.0294","12.9418","11.8542","10.7666","9.679","9.3504","9.0218","8.6932","8.3646","8.036","8.4628","8.8896","9.3164","9.7432","10.17","10.684","11.198","11.712","12.226","12.74","11.9864","11.2328","10.4792","9.7256","8.972","8.7226","8.4732","8.2238","7.9744","7.725","",""
"Italy","ITA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","19.1922","19.9226","20.653","21.5912","22.5294","23.4676","24.4058","25.344","26.239","27.134","28.029","28.924","29.819","29.0588","28.2986","27.5384","26.7782","26.018","24.0128","22.0076","20.0024","17.9972","15.992","14.7862","13.5804","12.3746","11.1688","9.963","9.519","9.075","8.631","8.187","7.743","7.48","7.217","6.954","6.691","6.428","6.5578","6.6876","6.8174","6.9472","7.077","7.0614","7.0458","7.0302","7.0146","6.999","6.778","6.557","6.336","6.115","5.894","5.7632","5.6324","5.5016","5.3708","5.24","",""
"Belgium","BEL","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","27.1146","28.2988","29.483","29.719","29.955","30.191","30.427","30.663","30.799","30.935","31.071","31.207","31.343","29.926","28.509","27.092","25.675","24.258","22.6378","21.0176","19.3974","17.7772","16.157","15.2026","14.2482","13.2938","12.3394","11.385","11.2718","11.1586","11.0454","10.9322","10.819","10.6906","10.5622","10.4338","10.3054","10.177","10.3316","10.4862","10.6408","10.7954","10.95","10.766","10.582","10.398","10.214","10.03","9.2298","8.4296","7.6294","6.8292","6.029","5.7534","5.4778","5.2022","4.9266","4.651","",""
"Germany","DEU","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","37.8706","40.1368","42.403","43.7524","45.1018","46.4512","47.8006","49.15","47.776","46.402","45.028","43.654","42.28","39.7486","37.2172","34.6858","32.1544","29.623","28.1902","26.7574","25.3246","23.8918","22.459","21.3598","20.2606","19.1614","18.0622","16.963","16.752","16.541","16.33","16.119","15.908","15.3492","14.7904","14.2316","13.6728","13.114","12.9652","12.8164","12.6676","12.5188","12.37","11.8502","11.3304","10.8106","10.2908","9.771","9.4294","9.0878","8.7462","8.4046","8.063","8.0694","8.0758","8.0822","8.0886","8.095","",""
"Greece","GRC","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","18.127","18.979","19.831","22.3222","24.8134","27.3046","29.7958","32.287","34.2414","36.1958","38.1502","40.1046","42.059","43.971","45.883","47.795","49.707","51.619","50.7158","49.8126","48.9094","48.0062","47.103","43.5174","39.9318","36.3462","32.7606","29.175","26.8094","24.4438","22.0782","19.7126","17.347","16.2168","15.0866","13.9564","12.8262","11.696","11.4752","11.2544","11.0336","10.8128","10.592","10.7362","10.8804","11.0246","11.1688","11.313","10.7582","10.2034","9.6486","9.0938","8.539","8.2758","8.0126","7.7494","7.4862","7.223","",""
