ï»¿"Data Source","World Development Indicators"

"Last Updated Date","2020-03-18"

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Antigua and Barbuda","ATG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.968","62.523","63.049","63.54","63.992","64.401","64.762","65.081","65.363","65.616","65.847","66.066","66.28","66.498","66.727","66.975","67.244","67.533","67.837","68.154","68.482","68.818","69.156","69.491","69.82","70.137","70.44","70.728","71.004","71.267","71.52","71.765","72.006","72.247","72.489","72.732","72.977","73.222","73.465","73.705","73.94","74.171","74.395","74.613","74.821","75.019","75.204","75.376","75.535","75.683","75.823","75.956","76.087","76.218","76.349","76.483","76.617","76.752","",""
"Australia","AUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.8170731707317","70.9731707317073","70.9424390243903","70.9117073170732","70.8809756097561","70.850243902439","70.819512195122","70.8692682926829","70.9190243902439","70.9687804878049","71.0185365853659","71.0682926829268","71.4575609756098","71.8468292682927","72.2360975609756","72.6253658536586","73.0146341463415","73.3443902439024","73.6741463414634","74.0039024390244","74.3336585365854","74.6634146341463","74.9048780487805","75.1463414634146","75.3878048780488","75.6292682926829","75.8707317073171","76.1517073170732","76.4326829268293","76.7136585365854","76.9946341463415","77.2756097560976","77.3780487804878","77.8780487804878","77.8780487804878","77.8292682926829","78.0780487804878","78.4804878048781","78.6317073170732","78.9317073170732","79.2341463414634","79.6341463414634","79.9365853658537","80.2390243902439","80.490243902439","80.8414634146341","81.0414634146342","81.2926829268293","81.3951219512195","81.5439024390244","81.6951219512195","81.8951219512195","82.0463414634146","82.1487804878049","82.3","82.4","82.4487804878049","82.4975609756098","",""
"Austria","AUT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.5856097560976","69.5773170731707","69.309512195122","69.4436585365854","69.9219512195122","69.7221951219512","70.0458536585366","69.9178048780488","70.0575609756098","69.8331707317073","69.9146341463415","70.1146341463415","70.4634146341463","71.0146341463415","71.0121951219512","71.1146341463415","71.5658536585366","71.9146341463415","72.0121951219512","72.3121951219512","72.4634146341463","72.8121951219512","72.9609756097561","73.0121951219512","73.6121951219512","73.8146341463415","74.3170731707317","74.7682926829268","75.2170731707317","75.2658536585366","75.5682926829269","75.6170731707317","75.8170731707317","76.0682926829268","76.419512195122","76.6682926829268","76.8707317073171","77.319512195122","77.6707317073171","77.8756097560976","78.1268292682927","78.5756097560976","78.6780487804878","78.6317073170732","79.1804878048781","79.3317073170732","79.8804878048781","80.1804878048781","80.4317073170732","80.3317073170732","80.5804878048781","80.9829268292683","80.9365853658537","81.1365853658537","81.490243902439","81.190243902439","81.6414634146342","81.6414634146342","",""
"Azerbaijan","AZE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.034","61.256","61.469","61.679","61.889","62.104","62.322","62.539","62.75","62.953","63.141","63.31","63.457","63.582","63.687","63.776","63.852","63.921","63.992","64.069","64.161","64.28","64.425","64.587","64.759","64.913","65.016","65.053","65.021","64.935","64.827","64.745","64.731","64.81","64.991","65.256","65.573","65.899","66.207","66.491","66.763","67.054","67.391","67.791","68.249","68.747","69.259","69.752","70.201","70.597","70.938","71.234","71.506","71.768","72.022","72.266","72.493","72.693","",""
"Burundi","BDI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.281","41.592","41.907","42.225","42.54","42.838","43.105","43.332","43.523","43.685","43.841","44.021","44.246","44.528","44.865","45.242","45.63","45.999","46.327","46.608","46.852","47.083","47.324","47.581","47.844","48.08","48.243","48.301","48.244","48.08","47.829","47.522","47.212","46.953","46.786","46.758","46.905","47.226","47.708","48.339","49.091","49.93","50.81","51.69","52.547","53.369","54.163","54.944","55.721","56.488","57.228","57.925","58.568","59.148","59.665","60.123","60.528","60.898","",""
"Spain","ESP","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.1092682926829","69.4804878048781","69.5190243902439","69.6812195121951","70.399756097561","70.8092682926829","71.0551219512195","71.2529268292683","71.5378048780488","71.0575609756098","72.0273170731707","71.630243902439","72.8180487804878","72.6107317073171","72.969756097561","73.3187804878049","73.6426829268293","74.1319512195122","74.2956097560976","74.8187804878049","75.3492682926829","75.5285365853659","76.1341463414634","75.9090243902439","76.2953658536586","76.259512195122","76.5104878048781","76.7280487804878","76.7470731707317","76.8136585365854","76.8375609756098","76.9712195121951","77.41","77.5465853658537","77.9014634146342","77.9807317073171","78.1204878048781","78.6041463414634","78.6658536585366","78.7170731707317","78.9658536585366","79.3682926829268","79.5682926829268","79.619512195122","79.8707317073171","80.1707317073171","80.8219512195122","80.8731707317073","81.1756097560976","81.4756097560976","81.6268292682927","82.4756097560976","82.4268292682927","83.0780487804878","83.2292682926829","82.8317073170732","83.3292682926829","83.3292682926829","",""
"Italy","ITA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.1239024390244","69.760243902439","69.149756097561","69.2480487804878","70.3117073170732","70.1717073170732","70.9260975609756","70.9565853658537","70.78","70.8119512195122","71.5587804878049","71.8068292682927","72.0753658536586","72.0263414634146","72.7343902439025","72.6473170731708","72.9919512195122","73.3646341463415","73.6931707317073","74.0026829268293","73.9431707317073","74.3539024390244","74.8146341463415","74.640243902439","75.389512195122","75.4707317073171","75.7707317073171","76.219512195122","76.3707317073171","76.819512195122","76.9707317073171","77.0195121951219","77.419512195122","77.7219512195122","77.9219512195122","78.1707317073171","78.5219512195122","78.8243902439024","78.9756097560976","79.4243902439024","79.7780487804878","80.1268292682927","80.2292682926829","79.9829268292683","80.7804878048781","80.7829268292683","81.2829268292683","81.4341463414634","81.4853658536586","81.6365853658537","82.0365853658537","82.1878048780488","82.2390243902439","82.690243902439","83.090243902439","82.5439024390244","83.2439024390244","83.2439024390244","",""
"Belgium","BEL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.7019512195122","70.5209756097561","70.219512195122","70.0514634146342","70.7551219512195","70.6253658536586","70.7063414634146","71.0129268292683","70.6931707317073","70.7648780487805","70.9719512195122","71.0604878048781","71.4051219512195","71.6353658536586","71.9858536585366","71.9712195121951","72.119756097561","72.7739024390244","72.6980487804878","73.1936585365854","73.2070731707317","73.6217073170732","73.8880487804878","73.8690243902439","74.4048780487805","74.520243902439","74.7317073170732","75.3658536585366","75.5658536585366","75.6326829268293","76.0519512195122","76.1921951219512","76.3512195121951","76.3453658536585","76.6917073170732","76.8407317073171","77.1873170731707","77.3707317073171","77.4731707317073","77.619512195122","77.7219512195122","77.9731707317073","78.0756097560976","78.1292682926829","78.8780487804878","78.9804878048781","79.380487804878","79.7829268292683","79.6804878048781","80.0341463414634","80.1829268292683","80.5853658536585","80.3853658536585","80.5878048780488","81.2878048780488","80.9926829268293","81.4390243902439","81.4390243902439","",""
"Germany","DEU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.3100243902439","69.508","69.6915365853659","69.8596097560976","70.0137073170732","70.1518292682927","70.2714146341463","70.374","70.4650975609756","70.5506829268293","70.6397804878049","70.7428780487805","70.867","71.0166829268293","71.1954146341463","71.4017317073171","71.6341463414634","71.8836829268293","72.1432926829268","72.4085365853659","72.6779024390244","72.9503902439024","73.227","73.5051951219512","73.7829268292683","74.0546341463415","74.3137317073171","74.5596829268293","74.7924878048781","75.0131463414634","75.227756097561","75.319512195122","75.819512195122","75.8707317073171","76.2707317073171","76.4219512195122","76.6731707317073","77.0731707317073","77.4756097560976","77.7268292682927","77.9268292682927","78.3292682926829","78.2292682926829","78.3804878048781","78.6804878048781","78.9317073170732","79.1317073170732","79.5341463414634","79.7365853658537","79.8365853658537","79.9878048780488","80.4365853658537","80.5390243902439","80.490243902439","81.090243902439","80.6414634146341","80.990243902439","80.990243902439","",""
"Greece","GRC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.1639024390244","68.5486341463415","68.8922682926829","69.1857073170732","69.4294390243902","69.638","69.8374634146341","70.0524634146342","70.3025609756098","70.5892926829268","70.9036341463415","71.2265609756098","71.535","71.8148536585366","72.0646341463415","72.2937073170732","72.5195609756098","72.7616585365854","73.0310731707317","73.3293658536585","73.6471463414634","73.9694878048781","74.279","74.5658536585366","74.8291219512195","75.078512195122","75.3297073170732","75.5981463414634","75.891243902439","76.6878048780488","76.9390243902439","77.1365853658537","77.3829268292683","77.390243902439","77.6390243902439","77.5853658536585","77.6853658536585","78.1365853658537","77.8390243902439","77.9878048780488","77.8878048780488","78.3878048780488","78.6414634146341","78.8414634146341","79.0390243902439","79.2390243902439","79.4390243902439","79.4390243902439","79.9390243902439","80.1878048780488","80.3878048780488","80.7317073170732","80.6341463414634","81.2853658536585","81.3853658536585","81.0365853658537","81.3878048780488","81.3878048780488","",""
